,cumulative_returns,number_of_trades,mean_return,median_return,max_return,vix_triggered,inc_incremented,dec_targeted,number_of_incremented
0,103.23,2,0.52,0.52,0.53,49,5,0.5,3
1,203.73,4,0.51,0.5,0.53,49,5,0.5,4
2,305.57,6,0.51,0.5,0.53,49,5,0.5,5
3,396.18,8,0.5,0.5,0.53,49,5,0.56,3
4,488.07,10,0.49,0.5,0.53,49,5,0.56,4
5,581.45,12,0.48,0.49,0.53,49,5,0.56,5
6,658.4,14,0.47,0.48,0.53,49,5,0.62,3
7,738.28,16,0.46,0.47,0.53,49,5,0.62,4
8,854.35,19,0.45,0.46,0.53,49,5,0.62,5
9,952.17,22,0.43,0.44,0.53,49,5,0.69,3
10,1050.51,25,0.42,0.4,0.53,49,5,0.69,4
11,1150.68,28,0.41,0.4,0.53,49,5,0.69,5
12,1257.79,32,0.39,0.39,0.53,49,5,0.75,3
13,1387.64,37,0.38,0.38,0.53,49,5,0.75,4
14,1519.47,42,0.36,0.35,0.53,49,5,0.75,5
15,1623.7,44,0.37,0.35,0.53,49,6,0.5,3
16,1726.88,46,0.38,0.36,0.53,49,6,0.5,4
17,1830.07,48,0.38,0.38,0.53,49,6,0.5,5
18,1922.02,50,0.38,0.38,0.53,49,6,0.56,3
19,2012.64,52,0.39,0.39,0.53,49,6,0.56,4
20,2103.25,54,0.39,0.39,0.53,49,6,0.56,5
21,2218.51,57,0.39,0.39,0.53,49,6,0.62,3
22,2334.57,60,0.39,0.39,0.53,49,6,0.62,4
23,2450.61,63,0.39,0.39,0.53,49,6,0.62,5
24,2549.02,66,0.39,0.39,0.53,49,6,0.69,3
25,2646.61,69,0.38,0.39,0.53,49,6,0.69,4
26,2743.74,72,0.38,0.39,0.53,49,6,0.69,5
27,2850.34,76,0.38,0.38,0.53,49,6,0.75,3
28,2980.01,81,0.37,0.35,0.53,49,6,0.75,4
29,3113.65,86,0.36,0.34,0.53,49,6,0.75,5
30,3217.88,88,0.37,0.35,0.53,49,7,0.5,3
31,3321.06,90,0.37,0.35,0.53,49,7,0.5,4
32,3424.19,92,0.37,0.36,0.53,49,7,0.5,5
33,3516.15,94,0.37,0.38,0.53,49,7,0.56,3
34,3606.77,96,0.38,0.38,0.53,49,7,0.56,4
35,3698.85,98,0.38,0.38,0.53,49,7,0.56,5
36,3814.12,101,0.38,0.39,0.53,49,7,0.62,3
37,3930.17,104,0.38,0.39,0.53,49,7,0.62,4
38,4045.39,107,0.38,0.39,0.53,49,7,0.62,5
39,4143.81,110,0.38,0.39,0.53,49,7,0.69,3
40,4241.39,113,0.38,0.38,0.53,49,7,0.69,4
41,4339.78,116,0.37,0.38,0.53,49,7,0.69,5
42,4446.37,120,0.37,0.38,0.53,49,7,0.75,3
43,4576.04,125,0.37,0.35,0.53,49,7,0.75,4
44,4711.61,130,0.36,0.34,0.53,49,7,0.75,5
45,4815.84,132,0.36,0.34,0.53,49,8,0.5,3
46,4919.23,134,0.37,0.35,0.53,49,8,0.5,4
47,5022.52,136,0.37,0.35,0.53,49,8,0.5,5
48,5114.48,138,0.37,0.36,0.53,49,8,0.56,3
49,5205.34,140,0.37,0.38,0.53,49,8,0.56,4
50,5297.6,142,0.37,0.38,0.53,49,8,0.56,5
51,5412.67,145,0.37,0.38,0.53,49,8,0.62,3
52,5527.53,148,0.37,0.38,0.53,49,8,0.62,4
53,5642.76,151,0.37,0.38,0.53,49,8,0.62,5
54,5741.67,154,0.37,0.38,0.53,49,8,0.69,3
55,5840.03,157,0.37,0.38,0.53,49,8,0.69,4
56,5939.13,160,0.37,0.38,0.53,49,8,0.69,5
57,6020.46,163,0.37,0.38,0.53,49,8,0.75,3
58,6127.41,167,0.37,0.35,0.53,49,8,0.75,4
59,6237.32,171,0.36,0.34,0.53,49,8,0.75,5
60,6341.56,173,0.37,0.34,0.53,49,9,0.5,3
61,6445.61,175,0.37,0.35,0.53,49,9,0.5,4
62,6549.47,177,0.37,0.35,0.53,49,9,0.5,5
63,6641.42,179,0.37,0.38,0.53,49,9,0.56,3
64,6733.02,181,0.37,0.38,0.53,49,9,0.56,4
65,6870.23,184,0.37,0.38,0.53,49,9,0.56,5
66,6985.31,187,0.37,0.38,0.53,49,9,0.62,3
67,7102.24,190,0.37,0.38,0.53,49,9,0.62,4
68,7219.22,193,0.37,0.38,0.53,49,9,0.62,5
69,7318.12,196,0.37,0.38,0.53,49,9,0.69,3
70,7416.4,199,0.37,0.38,0.53,49,9,0.69,4
71,7513.89,202,0.37,0.38,0.53,49,9,0.69,5
72,7595.22,205,0.37,0.38,0.53,49,9,0.75,3
73,7704.64,209,0.37,0.35,0.53,49,9,0.75,4
74,7816.56,213,0.37,0.34,0.53,49,9,0.75,5
75,7971.42,216,0.37,0.35,0.53,48,5,0.5,3
76,8123.55,219,0.37,0.38,0.53,48,5,0.5,4
77,8277.01,222,0.37,0.38,0.53,48,5,0.5,5
78,8414.58,225,0.37,0.38,0.53,48,5,0.56,3
79,8553.42,228,0.38,0.38,0.53,48,5,0.56,4
80,8693.77,231,0.38,0.38,0.53,48,5,0.56,5
81,8811.88,234,0.38,0.38,0.53,48,5,0.62,3
82,8932.93,237,0.38,0.38,0.53,48,5,0.62,4
83,9090.16,241,0.38,0.38,0.53,48,5,0.62,5
84,9221.59,245,0.38,0.38,0.53,48,5,0.69,3
85,9353.53,249,0.38,0.38,0.53,48,5,0.69,4
86,9487.31,253,0.37,0.38,0.53,48,5,0.69,5
87,9621.14,258,0.37,0.38,0.53,48,5,0.75,3
88,9777.71,264,0.37,0.36,0.53,48,5,0.75,4
89,9936.27,270,0.37,0.35,0.53,48,5,0.75,5
90,10092.13,273,0.37,0.35,0.53,48,6,0.5,3
91,10246.93,276,0.37,0.36,0.53,48,6,0.5,4
92,10401.74,279,0.37,0.38,0.53,48,6,0.5,5
93,10540.65,282,0.37,0.38,0.53,48,6,0.56,3
94,10678.23,285,0.37,0.38,0.53,48,6,0.56,4
95,10815.8,288,0.38,0.38,0.53,48,6,0.56,5
96,10972.23,292,0.38,0.38,0.53,48,6,0.62,3
97,11129.45,296,0.38,0.38,0.53,48,6,0.62,4
98,11286.66,300,0.38,0.38,0.53,48,6,0.62,5
99,11418.67,304,0.38,0.38,0.53,48,6,0.69,3
100,11549.86,308,0.37,0.38,0.53,48,6,0.69,4
101,11680.6,312,0.37,0.38,0.53,48,6,0.69,5
102,11813.92,317,0.37,0.38,0.53,48,6,0.75,3
103,11970.32,323,0.37,0.38,0.53,48,6,0.75,4
104,12130.68,329,0.37,0.35,0.53,48,6,0.75,5
105,12286.53,332,0.37,0.35,0.53,48,7,0.5,3
106,12441.34,335,0.37,0.38,0.53,48,7,0.5,4
107,12596.1,338,0.37,0.38,0.53,48,7,0.5,5
108,12735.01,341,0.37,0.38,0.53,48,7,0.56,3
109,12872.59,344,0.37,0.38,0.53,48,7,0.56,4
110,13011.63,347,0.37,0.38,0.53,48,7,0.56,5
111,13168.07,351,0.38,0.38,0.53,48,7,0.62,3
112,13325.29,355,0.38,0.38,0.53,48,7,0.62,4
113,13481.67,359,0.38,0.38,0.53,48,7,0.62,5
114,13613.69,363,0.38,0.38,0.53,48,7,0.69,3
115,13744.88,367,0.37,0.38,0.53,48,7,0.69,4
116,13876.87,371,0.37,0.38,0.53,48,7,0.69,5
117,14010.18,376,0.37,0.38,0.53,48,7,0.75,3
118,14166.58,382,0.37,0.38,0.53,48,7,0.75,4
119,14328.87,388,0.37,0.35,0.53,48,7,0.75,5
120,14484.73,391,0.37,0.35,0.53,48,8,0.5,3
121,14639.74,394,0.37,0.38,0.53,48,8,0.5,4
122,14794.66,397,0.37,0.38,0.53,48,8,0.5,5
123,14933.58,400,0.37,0.38,0.53,48,8,0.56,3
124,15071.39,403,0.37,0.38,0.53,48,8,0.56,4
125,15210.61,406,0.37,0.38,0.53,48,8,0.56,5
126,15366.85,410,0.37,0.38,0.53,48,8,0.62,3
127,15522.88,414,0.37,0.38,0.53,48,8,0.62,4
128,15679.28,418,0.38,0.38,0.53,48,8,0.62,5
129,15811.78,422,0.37,0.38,0.53,48,8,0.69,3
130,15943.75,426,0.37,0.38,0.53,48,8,0.69,4
131,16076.45,430,0.37,0.38,0.53,48,8,0.69,5
132,16184.74,434,0.37,0.38,0.53,48,8,0.75,3
133,16318.65,439,0.37,0.38,0.53,48,8,0.75,4
134,16455.52,444,0.37,0.36,0.53,48,8,0.75,5
135,16611.38,447,0.37,0.38,0.53,48,9,0.5,3
136,16767.06,450,0.37,0.38,0.53,48,9,0.5,4
137,16922.54,453,0.37,0.38,0.53,48,9,0.5,5
138,17061.46,456,0.37,0.38,0.53,48,9,0.56,3
139,17200.01,459,0.37,0.38,0.53,48,9,0.56,4
140,17384.18,463,0.38,0.38,0.53,48,9,0.56,5
141,17540.42,467,0.38,0.38,0.53,48,9,0.62,3
142,17698.52,471,0.38,0.38,0.53,48,9,0.62,4
143,17856.67,475,0.38,0.38,0.53,48,9,0.62,5
144,17989.18,479,0.38,0.38,0.53,48,9,0.69,3
145,18121.06,483,0.38,0.38,0.53,48,9,0.69,4
146,18252.15,487,0.37,0.38,0.53,48,9,0.69,5
147,18360.44,491,0.37,0.38,0.53,48,9,0.75,3
148,18496.82,496,0.37,0.38,0.53,48,9,0.75,4
149,18635.7,501,0.37,0.38,0.53,48,9,0.75,5
150,18790.56,504,0.37,0.38,0.53,47,5,0.5,3
151,18942.69,507,0.37,0.38,0.53,47,5,0.5,4
152,19096.15,510,0.37,0.38,0.53,47,5,0.5,5
153,19233.72,513,0.37,0.38,0.53,47,5,0.56,3
154,19372.56,516,0.38,0.38,0.53,47,5,0.56,4
155,19512.9,519,0.38,0.38,0.53,47,5,0.56,5
156,19631.02,522,0.38,0.38,0.53,47,5,0.62,3
157,19752.07,525,0.38,0.38,0.53,47,5,0.62,4
158,19909.3,529,0.38,0.38,0.53,47,5,0.62,5
159,20040.73,533,0.38,0.38,0.53,47,5,0.69,3
160,20172.67,537,0.38,0.38,0.53,47,5,0.69,4
161,20306.45,541,0.38,0.38,0.53,47,5,0.69,5
162,20440.28,546,0.37,0.38,0.53,47,5,0.75,3
163,20596.85,552,0.37,0.38,0.53,47,5,0.75,4
164,20755.41,558,0.37,0.38,0.53,47,5,0.75,5
165,20911.27,561,0.37,0.38,0.53,47,6,0.5,3
166,21066.07,564,0.37,0.38,0.53,47,6,0.5,4
167,21220.88,567,0.37,0.38,0.53,47,6,0.5,5
168,21359.79,570,0.37,0.38,0.53,47,6,0.56,3
169,21497.37,573,0.38,0.38,0.53,47,6,0.56,4
170,21634.93,576,0.38,0.38,0.53,47,6,0.56,5
171,21791.37,580,0.38,0.38,0.53,47,6,0.62,3
172,21948.59,584,0.38,0.38,0.53,47,6,0.62,4
173,22105.8,588,0.38,0.38,0.53,47,6,0.62,5
174,22237.81,592,0.38,0.38,0.53,47,6,0.69,3
175,22369.0,596,0.38,0.38,0.53,47,6,0.69,4
176,22499.74,600,0.37,0.38,0.53,47,6,0.69,5
177,22633.06,605,0.37,0.38,0.53,47,6,0.75,3
178,22789.46,611,0.37,0.38,0.53,47,6,0.75,4
179,22949.82,617,0.37,0.38,0.53,47,6,0.75,5
180,23105.67,620,0.37,0.38,0.53,47,7,0.5,3
181,23260.48,623,0.37,0.38,0.53,47,7,0.5,4
182,23415.24,626,0.37,0.38,0.53,47,7,0.5,5
183,23554.15,629,0.37,0.38,0.53,47,7,0.56,3
184,23691.73,632,0.37,0.38,0.53,47,7,0.56,4
185,23830.77,635,0.38,0.38,0.53,47,7,0.56,5
186,23987.2,639,0.38,0.38,0.53,47,7,0.62,3
187,24144.42,643,0.38,0.38,0.53,47,7,0.62,4
188,24300.81,647,0.38,0.38,0.53,47,7,0.62,5
189,24432.83,651,0.38,0.38,0.53,47,7,0.69,3
190,24564.02,655,0.38,0.38,0.53,47,7,0.69,4
191,24696.01,659,0.37,0.38,0.53,47,7,0.69,5
192,24829.32,664,0.37,0.38,0.53,47,7,0.75,3
193,24985.72,670,0.37,0.38,0.53,47,7,0.75,4
194,25148.01,676,0.37,0.38,0.53,47,7,0.75,5
195,25303.87,679,0.37,0.38,0.53,47,8,0.5,3
196,25458.88,682,0.37,0.38,0.53,47,8,0.5,4
197,25613.8,685,0.37,0.38,0.53,47,8,0.5,5
198,25752.72,688,0.37,0.38,0.53,47,8,0.56,3
199,25890.53,691,0.37,0.38,0.53,47,8,0.56,4
200,26029.75,694,0.38,0.38,0.53,47,8,0.56,5
201,26185.99,698,0.38,0.38,0.53,47,8,0.62,3
202,26342.02,702,0.38,0.38,0.53,47,8,0.62,4
203,26498.41,706,0.38,0.38,0.53,47,8,0.62,5
204,26630.92,710,0.38,0.38,0.53,47,8,0.69,3
205,26762.89,714,0.37,0.38,0.53,47,8,0.69,4
206,26895.59,718,0.37,0.38,0.53,47,8,0.69,5
207,27003.88,722,0.37,0.38,0.53,47,8,0.75,3
208,27137.79,727,0.37,0.38,0.53,47,8,0.75,4
209,27274.28,732,0.37,0.38,0.53,47,8,0.75,5
210,27430.14,735,0.37,0.38,0.53,47,9,0.5,3
211,27585.82,738,0.37,0.38,0.53,47,9,0.5,4
212,27741.3,741,0.37,0.38,0.53,47,9,0.5,5
213,27880.22,744,0.37,0.38,0.53,47,9,0.56,3
214,28018.77,747,0.38,0.38,0.53,47,9,0.56,4
215,28202.94,751,0.38,0.38,0.53,47,9,0.56,5
216,28359.18,755,0.38,0.38,0.53,47,9,0.62,3
217,28517.28,759,0.38,0.38,0.53,47,9,0.62,4
218,28675.43,763,0.38,0.38,0.53,47,9,0.62,5
219,28807.94,767,0.38,0.38,0.53,47,9,0.69,3
220,28939.81,771,0.38,0.38,0.53,47,9,0.69,4
221,29070.91,775,0.38,0.38,0.53,47,9,0.69,5
222,29179.2,779,0.37,0.38,0.53,47,9,0.75,3
223,29315.58,784,0.37,0.38,0.53,47,9,0.75,4
224,29454.08,789,0.37,0.38,0.53,47,9,0.75,5
225,29608.97,792,0.37,0.38,0.53,46,5,0.5,3
226,29762.9,795,0.37,0.38,0.53,46,5,0.5,4
227,29915.09,798,0.37,0.38,0.53,46,5,0.5,5
228,30053.49,801,0.38,0.38,0.53,46,5,0.56,3
229,30193.17,804,0.38,0.38,0.53,46,5,0.56,4
230,30331.87,807,0.38,0.38,0.53,46,5,0.56,5
231,30449.59,810,0.38,0.38,0.53,46,5,0.62,3
232,30569.01,813,0.38,0.38,0.53,46,5,0.62,4
233,30687.75,816,0.38,0.38,0.53,46,5,0.62,5
234,30819.75,820,0.38,0.38,0.53,46,5,0.69,3
235,30955.25,824,0.38,0.38,0.53,46,5,0.69,4
236,31121.19,829,0.38,0.38,0.53,46,5,0.69,5
237,31282.61,835,0.37,0.38,0.53,46,5,0.75,3
238,31441.1,841,0.37,0.38,0.53,46,5,0.75,4
239,31597.5,847,0.37,0.38,0.53,46,5,0.75,5
240,31752.89,850,0.37,0.38,0.53,46,6,0.5,3
241,31910.02,853,0.37,0.38,0.53,46,6,0.5,4
242,32065.32,856,0.37,0.38,0.53,46,6,0.5,5
243,32204.3,859,0.37,0.38,0.53,46,6,0.56,3
244,32343.45,862,0.38,0.38,0.53,46,6,0.56,4
245,32481.53,865,0.38,0.38,0.53,46,6,0.56,5
246,32599.89,868,0.38,0.38,0.53,46,6,0.62,3
247,32718.7,871,0.38,0.38,0.53,46,6,0.62,4
248,32836.72,874,0.38,0.38,0.53,46,6,0.62,5
249,32968.71,878,0.38,0.38,0.53,46,6,0.69,3
250,33103.54,882,0.38,0.38,0.53,46,6,0.69,4
251,33267.32,887,0.38,0.38,0.53,46,6,0.69,5
252,33429.17,893,0.37,0.38,0.53,46,6,0.75,3
253,33593.34,899,0.37,0.38,0.53,46,6,0.75,4
254,33755.3,905,0.37,0.38,0.53,46,6,0.75,5
255,33910.02,908,0.37,0.38,0.53,46,7,0.5,3
256,34066.29,911,0.37,0.38,0.53,46,7,0.5,4
257,34221.76,914,0.37,0.38,0.53,46,7,0.5,5
258,34359.48,917,0.37,0.38,0.53,46,7,0.56,3
259,34497.12,920,0.37,0.38,0.53,46,7,0.56,4
260,34635.59,923,0.38,0.38,0.53,46,7,0.56,5
261,34755.04,926,0.38,0.38,0.53,46,7,0.62,3
262,34873.68,929,0.38,0.38,0.53,46,7,0.62,4
263,34994.26,932,0.38,0.38,0.53,46,7,0.62,5
264,35129.79,936,0.38,0.38,0.53,46,7,0.69,3
265,35294.91,941,0.38,0.38,0.53,46,7,0.69,4
266,35459.51,946,0.37,0.38,0.53,46,7,0.69,5
267,35621.54,952,0.37,0.38,0.53,46,7,0.75,3
268,35782.97,958,0.37,0.38,0.53,46,7,0.75,4
269,35946.18,964,0.37,0.38,0.53,46,7,0.75,5
270,36100.9,967,0.37,0.38,0.53,46,8,0.5,3
271,36257.18,970,0.37,0.38,0.53,46,8,0.5,4
272,36412.64,973,0.37,0.38,0.53,46,8,0.5,5
273,36550.36,976,0.37,0.38,0.53,46,8,0.56,3
274,36688.0,979,0.37,0.38,0.53,46,8,0.56,4
275,36826.47,982,0.38,0.38,0.53,46,8,0.56,5
276,36945.92,985,0.38,0.38,0.53,46,8,0.62,3
277,37064.56,988,0.38,0.38,0.53,46,8,0.62,4
278,37185.14,991,0.38,0.38,0.53,46,8,0.62,5
279,37320.67,995,0.38,0.38,0.53,46,8,0.69,3
280,37486.29,1000,0.37,0.38,0.53,46,8,0.69,4
281,37651.38,1005,0.37,0.38,0.53,46,8,0.69,5
282,37786.77,1010,0.37,0.38,0.53,46,8,0.75,3
283,37921.57,1015,0.37,0.38,0.53,46,8,0.75,4
284,38058.13,1020,0.37,0.36,0.53,46,8,0.75,5
285,38212.86,1023,0.37,0.38,0.53,46,9,0.5,3
286,38369.13,1026,0.37,0.38,0.53,46,9,0.5,4
287,38524.59,1029,0.37,0.38,0.53,46,9,0.5,5
288,38662.31,1032,0.37,0.38,0.53,46,9,0.56,3
289,38799.95,1035,0.37,0.38,0.53,46,9,0.56,4
290,38938.42,1038,0.38,0.38,0.53,46,9,0.56,5
291,39057.88,1041,0.38,0.38,0.53,46,9,0.62,3
292,39176.52,1044,0.38,0.38,0.53,46,9,0.62,4
293,39297.09,1047,0.38,0.38,0.53,46,9,0.62,5
294,39432.63,1051,0.38,0.38,0.53,46,9,0.69,3
295,39598.24,1056,0.37,0.38,0.53,46,9,0.69,4
296,39763.33,1061,0.37,0.38,0.53,46,9,0.69,5
297,39898.72,1066,0.37,0.38,0.53,46,9,0.75,3
298,40033.52,1071,0.37,0.38,0.53,46,9,0.75,4
299,40170.09,1076,0.37,0.35,0.53,46,9,0.75,5
300,40475.77,1082,0.37,0.38,0.53,45,5,0.5,3
301,40780.49,1088,0.37,0.38,0.53,45,5,0.5,4
302,41083.47,1094,0.38,0.38,0.53,45,5,0.5,5
303,41407.39,1101,0.38,0.38,0.53,45,5,0.56,3
304,41732.59,1108,0.38,0.38,0.53,45,5,0.56,4
305,42056.8,1115,0.38,0.38,0.53,45,5,0.56,5
306,42326.99,1122,0.38,0.38,0.53,45,5,0.62,3
307,42598.89,1129,0.38,0.38,0.53,45,5,0.62,4
308,42870.11,1136,0.38,0.38,0.53,45,5,0.62,5
309,43144.36,1144,0.38,0.38,0.53,45,5,0.69,3
310,43422.1,1152,0.38,0.38,0.53,45,5,0.69,4
311,43732.32,1161,0.38,0.38,0.53,45,5,0.69,5
312,44017.07,1171,0.38,0.38,0.53,45,5,0.75,3
313,44325.57,1182,0.38,0.38,0.53,45,5,0.75,4
314,44631.99,1193,0.37,0.38,0.53,45,5,0.75,5
315,44938.17,1199,0.37,0.38,0.53,45,6,0.5,3
316,45246.09,1205,0.38,0.38,0.53,45,6,0.5,4
317,45552.19,1211,0.38,0.38,0.53,45,6,0.5,5
318,45876.68,1218,0.38,0.38,0.53,45,6,0.56,3
319,46201.35,1225,0.38,0.38,0.53,45,6,0.56,4
320,46524.94,1232,0.38,0.38,0.53,45,6,0.56,5
321,46795.78,1239,0.38,0.38,0.53,45,6,0.62,3
322,47067.06,1246,0.38,0.38,0.53,45,6,0.62,4
323,47337.56,1253,0.38,0.38,0.53,45,6,0.62,5
324,47611.8,1261,0.38,0.38,0.53,45,6,0.69,3
325,47888.87,1269,0.38,0.38,0.53,45,6,0.69,4
326,48197.04,1278,0.38,0.38,0.53,45,6,0.69,5
327,48481.47,1288,0.38,0.38,0.53,45,6,0.75,3
328,48768.22,1298,0.38,0.38,0.53,45,6,0.75,4
329,49052.76,1308,0.38,0.38,0.53,45,6,0.75,5
330,49358.27,1314,0.38,0.38,0.53,45,7,0.5,3
331,49665.34,1320,0.38,0.38,0.53,45,7,0.5,4
332,49971.59,1326,0.38,0.38,0.53,45,7,0.5,5
333,50294.83,1333,0.38,0.38,0.53,45,7,0.56,3
334,50617.98,1340,0.38,0.38,0.53,45,7,0.56,4
335,50941.97,1347,0.38,0.38,0.53,45,7,0.56,5
336,51213.9,1354,0.38,0.38,0.53,45,7,0.62,3
337,51485.02,1361,0.38,0.38,0.53,45,7,0.62,4
338,51758.07,1368,0.38,0.38,0.53,45,7,0.62,5
339,52035.84,1376,0.38,0.38,0.53,45,7,0.69,3
340,52345.36,1385,0.38,0.38,0.53,45,7,0.69,4
341,52654.35,1394,0.38,0.38,0.53,45,7,0.69,5
342,52938.95,1404,0.38,0.38,0.53,45,7,0.75,3
343,53222.4,1414,0.38,0.38,0.53,45,7,0.75,4
344,53507.61,1424,0.38,0.38,0.53,45,7,0.75,5
345,53813.12,1430,0.38,0.38,0.53,45,8,0.5,3
346,54120.19,1436,0.38,0.38,0.53,45,8,0.5,4
347,54426.44,1442,0.38,0.38,0.53,45,8,0.5,5
348,54749.68,1449,0.38,0.38,0.53,45,8,0.56,3
349,55072.83,1456,0.38,0.38,0.53,45,8,0.56,4
350,55396.82,1463,0.38,0.38,0.53,45,8,0.56,5
351,55668.75,1470,0.38,0.38,0.53,45,8,0.62,3
352,55939.87,1477,0.38,0.38,0.53,45,8,0.62,4
353,56212.92,1484,0.38,0.38,0.53,45,8,0.62,5
354,56490.69,1492,0.38,0.38,0.53,45,8,0.69,3
355,56800.21,1501,0.38,0.38,0.53,45,8,0.69,4
356,57109.2,1510,0.38,0.38,0.53,45,8,0.69,5
357,57393.81,1520,0.38,0.38,0.53,45,8,0.75,3
358,57677.25,1530,0.38,0.38,0.53,45,8,0.75,4
359,57962.46,1540,0.38,0.38,0.53,45,8,0.75,5
360,58267.97,1546,0.38,0.38,0.53,45,9,0.5,3
361,58575.04,1552,0.38,0.38,0.53,45,9,0.5,4
362,58881.29,1558,0.38,0.38,0.53,45,9,0.5,5
363,59204.53,1565,0.38,0.38,0.53,45,9,0.56,3
364,59527.68,1572,0.38,0.38,0.53,45,9,0.56,4
365,59851.67,1579,0.38,0.38,0.53,45,9,0.56,5
366,60123.6,1586,0.38,0.38,0.53,45,9,0.62,3
367,60394.72,1593,0.38,0.38,0.53,45,9,0.62,4
368,60667.77,1600,0.38,0.38,0.53,45,9,0.62,5
369,60945.54,1608,0.38,0.38,0.53,45,9,0.69,3
370,61255.06,1617,0.38,0.38,0.53,45,9,0.69,4
371,61564.05,1626,0.38,0.38,0.53,45,9,0.69,5
372,61848.66,1636,0.38,0.38,0.53,45,9,0.75,3
373,62132.1,1646,0.38,0.38,0.53,45,9,0.75,4
374,62417.31,1656,0.38,0.38,0.53,45,9,0.75,5
375,62725.37,1662,0.38,0.38,0.53,44,5,0.5,3
376,63032.48,1668,0.38,0.38,0.53,44,5,0.5,4
377,63337.84,1674,0.38,0.38,0.53,44,5,0.5,5
378,63663.79,1681,0.38,0.38,0.53,44,5,0.56,3
379,63991.02,1688,0.38,0.38,0.53,44,5,0.56,4
380,64317.26,1695,0.38,0.38,0.53,44,5,0.56,5
381,64587.61,1702,0.38,0.38,0.53,44,5,0.62,3
382,64859.66,1709,0.38,0.38,0.53,44,5,0.62,4
383,65131.03,1716,0.38,0.38,0.53,44,5,0.62,5
384,65403.55,1724,0.38,0.38,0.53,44,5,0.69,3
385,65679.58,1732,0.38,0.38,0.53,44,5,0.69,4
386,65988.08,1741,0.38,0.38,0.53,44,5,0.69,5
387,66301.45,1752,0.38,0.38,0.53,44,5,0.75,3
388,66638.57,1764,0.38,0.38,0.53,44,5,0.75,4
389,66973.6,1776,0.38,0.38,0.53,44,5,0.75,5
390,67282.18,1782,0.38,0.38,0.53,44,6,0.5,3
391,67592.48,1788,0.38,0.38,0.53,44,6,0.5,4
